"opportunity_id","opportunity_number","opportunity_title","opportunity_status","agency_code","category","category_explanation","post_date","close_date","close_date_description","archive_date","is_cost_sharing","expected_number_of_awards","estimated_total_program_funding","award_floor","award_ceiling","additional_info_url","additional_info_url_description","opportunity_assistance_listings","funding_instruments","funding_categories","funding_category_description","applicant_types","applicant_eligibility_description","agency_name","top_level_agency_name","agency_contact_description","agency_email_address","agency_email_address_description","is_forecast","forecasted_post_date","forecasted_close_date","forecasted_close_date_description","forecasted_award_date","forecasted_project_start_date","fiscal_year","created_at","updated_at","url","summary_description"
"994df826-851c-4a18-8cb5-0bb0e557a5b6","RS-RSR-10-002","Crew Resource Management (CRM)","archived","DOT-FRA","discretionary","","2010-03-04","2010-04-09","No Explanation","2010-05-09","True","","","0","152000","https://www.grantsolutions.gov/gs/preaward/previewPublicAnnouncement.do?id=11375","Crew Resource Management (CRM)","20.301|Railroad Safety","cooperative_agreement","transportation","","other","Only the MTA Long Island Rail Road may apply for this grant.","DOT - Federal Railroad Administration","Department of Transportation","GrantSolutions Help Desk
Phone Number: 1.800.618.0223 or  301.231.6005 
Hours of operation are Monday-Friday from 9:00 a.m. to 6:00 p.m. Eastern Standard Time
help@grantsolutions.gov
","help@grantsolutions.gov","GrantSolutions Help Desk","False","","","","","","","","","https://simpler.grants.gov/opportunity/994df826-851c-4a18-8cb5-0bb0e557a5b6","Development and implementation of CRM concepts to: (1) reduce or eliminate human error leading to accidents or incidents and (2) reduce operating costs and service interruptions attributable to human error. Other advantages relate to improve communications among crew members, especially those within the cab and with dispatchers."
"609eafe9-e25f-4522-8f07-22770a56b8e6","RS-RSR-10-001","Crew Resource Management (CRM) - Union Pacific Railroad","archived","DOT-FRA","discretionary","","2010-03-04","2010-04-09","No Explanation","2010-05-09","False","","","0","200000","https://www.grantsolutions.gov/gs/preaward/previewPublicAnnouncement.do?id=11374","Crew Resource Management (CRM) - Union Pacific Railroad","20.301|Railroad Safety","cooperative_agreement","transportation","","other","Only Union Pacific Railroad is eligible to apply for this grant.","DOT - Federal Railroad Administration","Department of Transportation","GrantSolutions Help Desk
Phone Number: 1.800.618.0223 or  301.231.6005 
Hours of operation are Monday-Friday from 9:00 a.m. to 6:00 p.m. Eastern Standard Time
help@grantsolutions.gov
","help@grantsolutions.gov","GrantSolutions Help Desk","False","","","","","","","","","https://simpler.grants.gov/opportunity/609eafe9-e25f-4522-8f07-22770a56b8e6","Adoption and enhancement of CRM concepts for a Class 1 carrier in order to: (1) incorporate Executive management direction and support, (2) reduce or eliminate human risk leading to accidents or incidents, (3) reduce operational costs attributable to risk and (4) foster culture improvements related to team environment (especially as related to employees in safety sensitive positions)."
"120c6d5d-07a7-44c2-a137-9063b961f0b4","ECA-PE-C-EUR-SCA-10-32","The U.S./Pakistan Professional Partnership Program","archived","DOS-ECA","discretionary","","2010-03-11","2010-04-09","","2010-04-10","True","2","3700000","","2200000","http://exchanges.state.gov/grants/open2.html","The U.S./Pakistan Professional Partnership Program","19.415|Professional and Cultural Exchange Programs - Citizen Exchanges","grant","other","Please see full announcement.","public_and_state_institutions_of_higher_education;nonprofits_non_higher_education_with_501c3;other;private_institutions_of_higher_education","Please see full announcement.","Bureau Of Educational and Cultural Affairs","Department of State","Hans Posey
Program Specialist
","poseyhe@state.gov","poseyhe@state.gov","False","","","","","","","","","https://simpler.grants.gov/opportunity/120c6d5d-07a7-44c2-a137-9063b961f0b4","In his December 1, 2009, speech in West Point, New York, President Obama said that a new diplomatic initiative in Pakistan would be part of the U.S. strategy to bring peace and stability in the Afghanistan/Pakistan region. As part of this initiative, ECA is seeking proposals for a new two-part program, called The U.S./Pakistan Professional Partnership Program. This program will bring young professionals (ages 20-35) from the two countries together to develop cross cultural relationships and develop professional skills that will positively impact people&#8223;s lives and will result in stronger ties between the two nations.
ECA is seeking proposals from qualified applicants for two separate programs. The Bureau expects funding in the amount of approximately $3,700,000 to be available for these programs and expects to award a total of two grants in this competition, one for each topic.
The first project - Professional Partnerships: Journalism - will involve Pakistani and American journalists in a program designed to demonstrate journalism skills, offer professional development opportunities, and offer internships at U.S-based media outlets for Pakistani journalists.
The second project - Professional Partnerships: Public Administration  will examine the skills employed by American and Pakistani public administration professionals at the national, regional, and local levels. This program will include internships for Pakistani professionals with U.S.-based professionals."
"05a24440-3814-42be-b4ae-504fc434274a","HHS-2010-ACF-ANA-NL-0028","Native American Language Preservation and Maintenance ","archived","HHS-ACF","discretionary","","2010-03-04","2010-04-09","See link to full announcement for details. IMPORTANT NOTE: Applications submitted electronically via Grants.gov must be submitted no later than 4:30 p.m., eastern time, on the due date referenced above.","2010-05-09","True","15","3900000","100000","300000","http://www.acf.hhs.gov/grants/open/foa/view/HHS-2010-ACF-ANA-NL-0028","http://www.acf.hhs.gov/grants/open/foa/view/HHS-2010-ACF-ANA-NL-0028","93.587|Promote the Survival and Continuing Vitality of Native American Languages","grant","income_security_and_social_services","","other;other_native_american_tribal_organizations;federally_recognized_native_american_tribal_governments;nonprofits_non_higher_education_with_501c3;nonprofits_non_higher_education_without_501c3","&lt;p&gt;Eligible applicants include consortia of Indian tribes; incorporated non-Federally recognized tribes; urban Indian centers; Alaska Native villages, as defined in the Alaska Native Claims Settlement Act and/or non-profit village consortia; tribally controlled community colleges; tribally controlled post-secondary vocational institutions; and non-profit Alaska Native community entities or tribal governing bodies (Indian Reorganization Act or traditional councils) as recognized by the Bureau of Indian Affairs.&#xa0;&lt;/p&gt;
&lt;p&gt;Non-profit organizations representing&#xa0;American Indians, Alaska Natives, Native Hawaiians, and other Native American Pacific Islanders, including American Samoa, Guam, and the Commonwealth of the Northern Mariana Islands are eligible applicants under this announcement.&lt;/p&gt; Faith-based and community organuizations are eligible to apply under this announcement. Individuals and foreign entities are not eligible for awards made under this announcement.","Administration for Children and Families","Department of Health and Human Services","ACF Applications Help Desk
app_support@acf.hhs.gov
","app_support@acf.hhs.gov","ACF Applications Help Desk","False","","","","","","","","","https://simpler.grants.gov/opportunity/05a24440-3814-42be-b4ae-504fc434274a","&lt;p&gt;&#xa0;The Administration for Children and Families, Administration for Native Americans (ANA) announces the availability of Fiscal Year 2010 funds for community-based projects for the Native Language Preservation and Maintenance program. &#xa0;The purpose of ANA grant funding is to promote economic and social self-sufficiency for American Indians, Alaska Natives, Native Hawaiians, and other Native American Pacific Islanders, including American Samoa, Guam, and the Commonwealth of the Northern Mariana Islands.&#xa0; The Native Language Preservation and Maintenance&#xa0;program provides funding for projects to support assessments of the status of the Native American languages in an established community, as well as the planning, designing, and implementing of native language curriculum and education projects to support a community&apos;s language preservation goals.&#xa0;&lt;/p&gt;"
"a1836ad1-32fa-43fd-afe7-4e35e200f3c1","10SFT28001","Recreation Improvements -- Prineville","archived","DOI-BOR-PN","discretionary","","2010-03-22","2010-04-09","","2010-04-10","True","1","352000","100000","352000","","","","grant","natural_resources","","state_governments","","Bureau of Reclamation - Pacific Northwest Region","Department of the Interior","Rex Crumrine
Contracts & Agreements Specialist
Phone 509-575-5848","rcrumrine@usbr.gov","rcrumrine@usbr.gov","False","","","","","","","","","https://simpler.grants.gov/opportunity/a1836ad1-32fa-43fd-afe7-4e35e200f3c1","This Funding Announcement is not a request for applications.  This announcement is to provide public notice of the Bureau of Reclamations intention to fund Oregon Parks and Recreation Department (OPRD) for specific project activities without full and open competition."
"fe7a70cc-137c-41ef-a3e6-adabbd1743a9","HHS-2010-ACF-ANA-NR-0014","Environmental Regulatory Enhancement","archived","HHS-ACF","discretionary","","2010-03-04","2010-04-09","See link to full announcement for details. IMPORTANT NOTE: Applications submitted electronically via Grants.gov must be submitted no later than 4:30 p.m., eastern time, on the due date referenced above.","2010-05-09","True","5","750000","100000","300000","http://www.acf.hhs.gov/grants/open/foa/view/HHS-2010-ACF-ANA-NR-0014","http://www.acf.hhs.gov/grants/open/foa/view/HHS-2010-ACF-ANA-NR-0014","93.581|Improving the Capability of Indian Tribal Governments to Regulate Environmental Quality","grant","income_security_and_social_services","","other;other_native_american_tribal_organizations;federally_recognized_native_american_tribal_governments","&lt;p&gt;Eligible applicants include Alaska Native villages as defined in the Alaska Native Claims Settlement Act and/or nonprofit village consortia; nonprofit Alaska Native Regional Corporations/Associations with village-specific projects; other tribal or village organizations or consortia of Indian tribes;&#xa0;and tribal governing bodies (Indian Reorganization Act or traditional councils) as recognized by the Bureau of Indian Affairs.&lt;/p&gt; Individuals and foreign entities are not eligible for awards made under this announcement.","Administration for Children and Families","Department of Health and Human Services","ACF Applications Help Desk
app_support@acf.hhs.gov
","app_support@acf.hhs.gov","ACF Applications Help Desk","False","","","","","","","","","https://simpler.grants.gov/opportunity/fe7a70cc-137c-41ef-a3e6-adabbd1743a9","&lt;p&gt;The Administration for Children and Families, Administration for Native Americans announces the availability of Fiscal Year 2010 funds for community-based projects for the Environmental Regulatory Enhancement program.&#xa0; The Environmental program provides funding for projects that support the development, enforcement, and monitoring of tribal environmental quality and regulatory programs.&#xa0;&lt;/p&gt;"
"96842a60-75b7-4c1e-b2e1-7a8797f93c05","2252310050","Leslie Creek Watershed Function Restoration on the Bar  Boot Ranch","archived","DOI-FWS-REG2","earmark","CategoryExplanation","2010-03-17","2010-04-10","","2010-05-10","True","1","60000","30000","30000","","","15.642|Challenge Cost Share","cooperative_agreement","natural_resources","","for_profit_organizations_other_than_small_businesses","","Region 2","Department of the Interior","William R. Radke
Refuge Manager
520-364-2104 x101","bill_radke@fws.gov","bill_radke@fws.gov","False","","","","","","","","","https://simpler.grants.gov/opportunity/96842a60-75b7-4c1e-b2e1-7a8797f93c05","This project would employ a variety of mechanisms to discourage woody vegetation from continuing to alter the grassland plant community on the Ranch.  For example, isolated mesquite and juniper would be grubbed from the ground, piled, and burned, and re-sprouts or seedlings could be selectively sprayed to secure viable grassland conditions. Reseeding of some grubbed areas could also be accomplished. As different control mechanisms are tested on the ranch, it is expected that adaptive management techniques will ultimately provide focus on the most cost effective, efficient, and successful method for removing invasive woody vegetation from portions of the landscape.    Up to 1,000 acres will be treated to reduce the impacts of mesquite and juniper invasion from the landscape.  Providing opportunities for precipitation to remain on the landscape, rather than running off as floodwater, will enhance soil saturation and infiltration, allow grassland stabilization, and help replenish the shallow aquifer upstream from the refuge.  Initial and recurring control of mesquite, juniper, and other potentially invasive perennial woody plants that have taken over grassland sites will ensure the integrity of grasslands and the survivability and productivity by many native wildlife species.  "
"f3493571-cc6e-486f-a32a-385913d4a238","NPS-NOIJ9560100062","National Park Service- Strategic Planning for Appropriate Management Response, Develop Treatment Analyses & Project Plan","archived","","discretionary","","2010-04-06","2010-04-11","","2010-05-11","False","1","60000","0","0","","","00.000|Not Elsewhere Classified","cooperative_agreement","natural_resources","","other","This funding announcement is not a request for applications. This is a single source award to Colorado State University.","","","Jenny Sommer
Agreements Specialist
Phone 303-969-2392","jenny_sommer@nps.gov","0","False","","","","","","","","","https://simpler.grants.gov/opportunity/f3493571-cc6e-486f-a32a-385913d4a238","This action will result in a task agreement award under the National Park Service Colorado Plateau Cooperative Ecosystem Studies Unit (CESU). This is a notice of intent and a noncompetitive award IAW DOI 505 DM 2.12C. This project will refine Starfire project analysis logic and results and will produce a draft operations and maintenance project plan that describes the technical requirements for long-term maintenance of the Starfire computer code and business process."
"7728046c-f36f-4d22-a3df-3d8d9e59ec7e","FWS-OSA-FY10-0001","Science Coordination","archived","DOI-FWS","discretionary","CategoryExplanation","2010-04-06","2010-04-11","","2010-05-11","False","1","45000","45000","45000","","","15.649|Service Training and Technical Assistance (Generic Training)","grant;cooperative_agreement","environment;science_technology_and_other_research_and_development","","other","There is not an application process for Science Coordination.  This is a Notice of Intent to award a single source grant under justification 505 DM 2.14 (B4).","Fish and Wildlife Service","Department of the Interior","Lori Bennett
Program Analyst
Phone 703-358-2033","lori_bennett@fws.gov","FWS Program Analyst","False","","","","","","","","","https://simpler.grants.gov/opportunity/7728046c-f36f-4d22-a3df-3d8d9e59ec7e","The primary focus for this work is to implement better science coordination among state and federal natural resource agencies.  This will result in better collaboration and promote organizational interactions between the state agencies and federal agencies.   "
"783b2281-734e-4ea6-8c92-2705be7eeceb","NPS-NOIJ9560100062","National Park Service- Strategic Planning for Appropriate Management Response, Develop Treatment Analyses & Project Plan","archived","DOI-NPS","discretionary","","2010-04-06","2010-04-11","","2010-05-11","False","1","60000","0","0","","","00.000|Not Elsewhere Classified","cooperative_agreement","natural_resources","","other","This funding announcement is not a request for applications. This is a single source award to Colorado State University.","National Park Service","Department of the Interior","Jenny Sommer
Agreements Specialist
Phone 303-969-2392","jenny_sommer@nps.gov","0","False","","","","","","","","","https://simpler.grants.gov/opportunity/783b2281-734e-4ea6-8c92-2705be7eeceb","This action will result in a task agreement award under the National Park Service Colorado Plateau Cooperative Ecosystem Studies Unit (CESU). This is a notice of intent and a noncompetitive award IAW DOI 505 DM 2.12C. This project will refine Starfire project analysis logic and results and will produce a draft operations and maintenance project plan that describes the technical requirements for long-term maintenance of the Starfire computer code and business process."
"cf0efcf2-4292-4070-9f31-a6366633929a","NPS-NOIJ9560100062","National Park Service- Strategic Planning for Appropriate Management Response, Develop Treatment Analyses & Project Plan","archived","","discretionary","","2010-04-06","2010-04-11","","2010-05-11","False","1","60000","0","0","","","00.000|Not Elsewhere Classified","cooperative_agreement","natural_resources","","other","This funding announcement is not a request for applications. This is a single source award to Colorado State University.","","","Jenny Sommer
Agreements Specialist
Phone 303-969-2392","jenny_sommer@nps.gov","0","False","","","","","","","","","https://simpler.grants.gov/opportunity/cf0efcf2-4292-4070-9f31-a6366633929a","This action will result in a task agreement award under the National Park Service Colorado Plateau Cooperative Ecosystem Studies Unit (CESU). This is a notice of intent and a noncompetitive award IAW DOI 505 DM 2.12C. This project will refine Starfire project analysis logic and results and will produce a draft operations and maintenance project plan that describes the technical requirements for long-term maintenance of the Starfire computer code and business process."
"4e4737f5-c71f-44d0-9fdd-97b1c7e2b578","HRSA-10-070","Grants to States to Support Oral Health Workforce Activities","archived","HHS-HRSA","discretionary","","2010-02-26","2010-04-12","","2010-06-11","True","16","8000000","","","https://grants.hrsa.gov/webExternal/SFO.asp?ID=C4135ADF-11A0-44D6-888E-8211D3352E56","https://grants.hrsa.gov/webExternal/SFO.asp?ID=C4135ADF-11A0-44D6-888E-8211D3352E56","93.236|Grants for Dental Public Health Residency Training","grant","health","","other","Designated State Oral Health Program or government-approved State government entities

","Health Resources and Services Administration","Department of Health and Human Services","CallCenter@HRSA.GOV
CallCenter@HRSA.GOV
","CallCenter@HRSA.GOV","Contact HRSA Call Center at 877-Go4-HRSA/877-464-4772;301-998-7373 or email","False","","","","","","","","","https://simpler.grants.gov/opportunity/4e4737f5-c71f-44d0-9fdd-97b1c7e2b578","Part D of Title III of the Public Health Service Act as amended, Subpart X - Primary Dental Programs, Section 340G (42 USC 256g) authorized the Secretary to award grants to States to improve the accessibility of the oral health workforce for underserved geographic areas and populations.  Section 340F defines a designated shortage area as ""an area, population group, or facility that is designated by the Secretary as a dental health professional shortage area under section 332 or designated by the applicable State as having a dental health manpower shortage."" This announcement solicits applications for the Grants to States to Support Oral Health Workforce Activities Program. This Program is designed to help States address demonstrated oral health workforce needs."
"4bae0553-c027-4672-93a3-b0ef66f70a5e","CDC-RFA-PS10-10118","HIV/AIDS Prevention through Mass Media and Social Mobilization in the Republic of South Africa Under the Presidents Emergency Plan for AIDS Relief (PEPFAR)","archived","HHS-CDC","discretionary","","2010-02-11","2010-04-12","","2010-05-12","False","1","24000000","0","0","","","93.067|Global AIDS","cooperative_agreement","health","","other","Eligible applicants that can apply for this funding opportunity are listed below:
	Public nonprofit organizations
	Private nonprofit organizations
	For profit organizations
	Small, minority, women-owned business
	Universities
	Colleges
	Research institutions
	Hospitals
	Community-based organizations
	Faith-based organizations
	Federally recognized Indian tribal organizations
	Alaska Native tribal governments
	Indian tribes
	Tribal Epidemiology centers
	Indian tribal organizations
	State and local governments or their Bona Fide Agents (this includes the District of Columbia, the Commonwealth of Puerto Rico, the Virgin Islands, the Commonwealth of the Northern Marianna Islands, American Samoa, Guam, the Federated States of Micronesia, the Republic of the Marshall Islands, and the Republic of Palau)
	Political subdivisions of States (in consultation with States)
	Non-domestic (non U.S.) entity
A Bona Fide Agent is an agency/organization identified by the state as eligible to submit an application under the state eligibility in lieu of a state application. If applying as a bona fide agent of a state or local government, a letter from the state or local government as documentation of the status is required. Attach with Other Attachment Forms when submitting via www.grants.gov. 
","Centers for Disease Control and Prevention","Department of Health and Human Services","PGO TIMS
grants
Phone 770-488-2700","PGOTIM@CDC.gov","GENERAL EMAIL","False","","","","","","","","","https://simpler.grants.gov/opportunity/4bae0553-c027-4672-93a3-b0ef66f70a5e","The purpose of this program is to identify a partner who will collaborate with the South African Government (SAG), the South African National AIDS Council (SANAC), the National Department of Health (NDOH), Provincial Departments of Health and other relevant partners to utilize multi-media and advocacy strategies in order to create an enabling environment which empowers audiences to make healthy choices, both as individuals and as communities, and to take joint action for their health."
"1556c905-cd58-408b-8671-c08056968e4f","524-10-006","Preventing Transmission of HIV/AIDS from High Risk Groups in Nicaragua Program","archived","USAID-NIC","discretionary","CategoryExplanation","2010-03-12","2010-04-12","","2010-05-12","True","1","6000000","","","","","98.001|USAID Foreign Assistance for Programs Overseas","cooperative_agreement","health","","other","Qualified applicants may be U.S. private voluntary organizations (U.S. PVOs) and/or U.S. or non-U.S. Non-governmental organizations (NGOs), private, non-profit organizations (or for-profit companies willing to forego profits), including universities, research organizations, professional associations, and relevant special interest associations. Faith-based and community organizations are also eligible for award. In support of the Agencys interest in fostering a larger assistance base and expanding the number and sustainability of development partners, USAID encourages applications from potential new partners.","Nicaragua USAID-Managua","Agency for International Development","Maria Lourdes Baltodano
A&A Specialist
Phone (505)2252-7233","oaanicaragua@usaid.gov","oaanicaragua@usaid.gov","False","","","","","","","","","https://simpler.grants.gov/opportunity/1556c905-cd58-408b-8671-c08056968e4f","The purpose of the Program will be to support the country efforts to slow the spread of HIV/AIDS in Nicaragua among most at risk populations (MARPS) to the broader population.  Most at risk populations include men who have sex with men (MSM) and female sex workers (FSW), among others.  Specifically, the Program will support activities designed to: strengthen institutional capacity of non governmental organizations (NGOs) providing HIV/AIDS preventive services to MARPS, improve access to and quality of HIV/AIDS preventive services for MARPS and people living with HIV/AIDS (PLHIV)from NGO service providers, promote the reduction of stigma and discrimination directed against MARPS and PLHIV, and increase the active participation of NGOs representing MARPS and PLHIV in the national response to HIV/AIDS.  "
"3406d1dd-573b-4874-8113-423d772bccbf","CDC-RFA-PS10-1066","Strengthening HIV Strategic Health Management Information System (HMIS) Activities in the United Republic of Tanzania to Improve Informatics and Data Use within the Health Sector under the Presidents Emergency Plan for AIDS Relief (PEPFAR)","archived","HHS-CDC","discretionary","","2010-02-11","2010-04-12","","2010-05-10","False","2","8000000","250000","1000000","","Full Announcement Link is located at the top of this page.","93.067|Global AIDS","cooperative_agreement","health","","other","Eligible applicants that can apply for this funding opportunity are listed below:
	Public nonprofit organizations
	Private nonprofit organizations
	For profit organizations
	Small, minority, women-owned business
	Universities
	Colleges
	Research institutions
	Hospitals
	Community-based organizations
	Faith-based organizations
	Federally recognized Indian tribal organizations
	Alaska Native tribal governments
	Indian tribes
	Tribal Epidemiology centers
	Indian tribal organizations
	State and local governments or their Bona Fide Agents (this includes the District of Columbia, the Commonwealth of Puerto Rico, the Virgin Islands, the Commonwealth of the Northern Marianna Islands, American Samoa, Guam, the Federated States of Micronesia, the Republic of the Marshall Islands, and the Republic of Palau)
	Political subdivisions of States (in consultation with States)
	Non-domestic (non U.S.) entity
A Bona Fide Agent is an agency/organization identified by the state as eligible to submit an application under the state eligibility in lieu of a state application. If applying as a bona fide agent of a state or local government, a letter from the state or local government as documentation of the status is required. Attach with Other Attachment Forms when submitting via www.grants.gov. 
","Centers for Disease Control and Prevention","Department of Health and Human Services","PGO TIMS
grants
Phone 770-488-2700","PGOTIMS@CDC.gov","GENERAL EMAIL","False","","","","","","","","","https://simpler.grants.gov/opportunity/3406d1dd-573b-4874-8113-423d772bccbf","The purpose of this program is to provide technical assistance to strengthen Health Management Information System (HMIS) capacity within all levels and units of the Government of the Republic of Tanzanias (GoT) Ministry of Social Health and Welfare (MOHSW) in order to:	Build on lessons learned and investments in the HIV/AIDS sub-sector to support national planning and harmonization of health sector information systems to achieve the goal of one data collection and dissemination system that meets the needs of all government, cooperating partner, non-governmental, and civil society institutions operating in the Tanzanian health sector.	Improve the capacity of the MOHSW to collect, manage, and analyze aggregate program monitoring and evaluation data to meet GoT, international, and cooperating partner reporting requirements. 	Support the MOHSW in systems analysis, process design, vendor selection, and deployment of operational or transaction processing management systems supportive of standard operating procedures (SOPs) across the MOHSW.	Support the creation of a data warehouse, or analytical processing system, which brings together information from aggregate data collection systems, surveillance and evaluation studies, transactional systems and National Bureau of Statistics (NBS) data. This collection of data must be promoted/designed to enable data mining and detailed longitudinal and population-based analysis of multiple concurrent data sets to inform policy formulation, resource allocation, and decision making processes.	Support application of data analysis in dissemination papers, abstracts, and report cards. MOHSW dissemination of data should support status updates, stakeholder dialogue, and health services planning with all stakeholders at local, district, regional and national levels.	Support the use of policy analysis, projections, and modeling techniques to build evidence-based policy formulation, programmatic resource allocation, and decision making across the health sector and at all levels. "
"2cfab0b0-2304-4da4-9813-1f26abf32100","NPS-NOIFMPC100001","National Park Service- Strategic Planning for Appropriate Management Response, Develop Treatment Analyses & Project Plan","archived","","discretionary","","2010-04-02","2010-04-12","","2010-05-12","False","1","60000","0","0","","","00.000|Not Elsewhere Classified","cooperative_agreement","natural_resources","","other","This funding announcement is not a request for applications. This is a single source award to Colorado State University.","","","Jenny Sommer
Agreements Specialist
Phone 303-969-2392","jenny_sommer@nps.gov","0","False","","","","","","","","","https://simpler.grants.gov/opportunity/2cfab0b0-2304-4da4-9813-1f26abf32100","This action will result in a task agreement award under the National Park Service Colorado Plateau Cooperative Ecosystem Studies Unit (CESU). This is a notice of intent and a noncompetitive award IAW DOI Departmental Manual 505DM2. This project will refine Starfire project analysis logic and results and will produce a draft operations and maintenance project plan that describes the technical requirements for long-term maintenance of the Starfire computer code and business process."
"707dea49-5c88-4215-8338-fa5c19db092e","EPA-R7AWMD-10-001","2010 Indoor Air Quality Projects in Region 7","archived","EPA","discretionary","","2010-02-23","2010-04-12","Please refer to the full announcement, including Section IV, for additional information on submission methods and due dates.","2010-05-12","False","","145000","5000","60000","http://www.epa.gov/region07/economics/r7_grant_opportunities.htm","2010 Indoor Air Quality Projects in Region 7","66.034|Surveys, Studies, Investigations, Demonstrations and Special Purpose Activities Relating to the Clean Air Act","grant","environment","","state_governments;other;public_and_state_institutions_of_higher_education;private_institutions_of_higher_education;independent_school_districts;city_or_township_governments;county_governments;federally_recognized_native_american_tribal_governments","Projects must occur within the states of EPA Region 7  Iowa, Kansas, Missouri and/or Nebraska.  See Section III of the announcement for additional eligibility information.","Environmental Protection Agency","Environmental Protection Agency","Greg Crable, 913-551-7391 and 
Chester Stovall, 913-551-7549","crable.gregory@epa.gov and Chester Stovall","Greg Crable and Chester Stovall","False","","","","","","","","","https://simpler.grants.gov/opportunity/707dea49-5c88-4215-8338-fa5c19db092e","Notice of Request for Proposals for Projects to be Funded from the Air Waste Management Division (AWMD), Indoor Air Quality Projects for Region 7 - CFDA 66.034 - Surveys, Studies, Investigations, Demonstration and Special Purpose Activities Relating to the Clean Air Act. EPA Region 7 is soliciting proposals from organizations to fund indoor air quality (IAQ) projects that address the following two program priority areas: Assistance with the adoption of EPAs IAQ Tools for Schools program, and indoor asthma triggers and exposure education. Projects must occur within the states of EPA Region 7  Iowa, Kansas, Missouri and/or Nebraska. Funding available is approximately $145,000 for grants ranging from $5,000 to $60,000."
"8a6ba405-98ad-4cb1-bc26-21c1e0900821","NPS-NOIJ1434100015","National Park Service- Climate Change Impacts on Key Carnivores in the Northern Rockies","archived","DOI-NPS","discretionary","","2010-04-07","2010-04-12","","2010-05-12","False","1","71000","0","0","","","00.000|Not Elsewhere Classified","cooperative_agreement","natural_resources","","other","This funding announcement is not a request for applications. This is a single source award to the University of Montana.","National Park Service","Department of the Interior","Jenny Sommer
Agreements Specialist
Phone 303-969-2392","jenny_sommer@nps.gov","0","False","","","","","","","","","https://simpler.grants.gov/opportunity/8a6ba405-98ad-4cb1-bc26-21c1e0900821","This action will result in a task agreement award under the National Park Service (NPS) Rocky Mountain Cooperative Ecosystem Studies Unit (RM-CESU). This is a notice of intent and a noncompetitive award IAW DOI 505 DM 2.12C. The University of Montana will work with the NPS to analyze the combined effects of climate change, fragmentation, and human activities on grizzly and wolverine populations in the transboundary Flathead and Glacier Park ecosystem."
"9bf846ed-a8bd-4308-b81a-2040ae597d2b","NPS-NOIJ7500100013","National Park Service-Development of a Resource Stewardship Strategy for Pecos National Historical Park","archived","DOI-NPS","discretionary","","2010-04-07","2010-04-12","","2010-05-12","False","1","51996","0","0","","","00.000|Not Elsewhere Classified","cooperative_agreement","natural_resources","","other","This funding announcement is not a request for applications. This is a single source award to Colorado State University.","National Park Service","Department of the Interior","Jenny Sommer
Agreements Specialist
Phone 303-969-2392","jenny_sommer@nps.gov","0","False","","","","","","","","","https://simpler.grants.gov/opportunity/9bf846ed-a8bd-4308-b81a-2040ae597d2b","This action will result in a task agreement award under the National Park Service (NPS) Rocky Mountain Cooperative Ecosystem Studies Unit (RM-CESU). This is a notice of intent and a noncompetitive award IAW DOI 505 DM 2.12C. Colorado State University will work with the NPS to prepare a resource stewardship strategy for Pecos National Historical Park that recommends science and scholarship based comprehensive strategies to achieve and maintain desired conditions of the park's natural and cultural resources."
"d632c70c-40ea-4295-8326-7964c858a880","2010-CIP-05","University at Albany (SUNY) - New York Center for National Competitiveness in Nanoscale Characterization at the College of Nanoscale Science and Engineering (CNSE)","archived","DOC-NIST","earmark","","2010-03-02","2010-04-12","","2010-05-12","False","1","500000","","","","","11.617|Congressionally-Identified Projects","grant","science_technology_and_other_research_and_development","","other","This is an earmark, and the only eligible recipient will be the University at Albany (SUNY) - New York Center for National Competitiveness in Nanoscale Characterization at the College of Nanoscale Science and Engineering (CNSE).","National Institute of Standards and Technology","Department of Commerce","Christopher Hunton
Grants Technical Assistant
Phone 301-975-5718","christopher.hunton@nist.gov","Agency Contact","False","","","","","","","","","https://simpler.grants.gov/opportunity/d632c70c-40ea-4295-8326-7964c858a880","This funding opportunity is not open to competition.  The funding for the project was earmarked for a specific institution, the University at Albany (SUNY) - New York Center for National Competitiveness in Nanoscale Characterization at the College of Nanoscale Science and Engineering (CNSE), when Congress authorized the project.  The application forms were entered on Grants.gov so that only the designated recipient can submit the required forms electronically."
"e77a4d3b-ee6c-4ee0-8a38-83aeac9c69fd","2010-CIP-10","University of Maryland Baltimore County  Maryland Center of Excellence for Terahertz Science and Application","archived","DOC-NIST","earmark","","2010-03-02","2010-04-12","","2010-05-12","False","1","2000000","","","","","11.617|Congressionally-Identified Projects","grant","science_technology_and_other_research_and_development","","other","This is an earmark, and the only eligible recipient will be the University of Maryland Baltimore County  Maryland Center of Excellence for Terahertz Science and Application. ","National Institute of Standards and Technology","Department of Commerce","Christopher Hunton
Grants Technical Assistant
Phone 301-975-5718","christopher.hunton@nist.gov","Agency Contact","False","","","","","","","","","https://simpler.grants.gov/opportunity/e77a4d3b-ee6c-4ee0-8a38-83aeac9c69fd","This funding opportunity is not open to competition.  The funding for the project was earmarked for a specific institution, the University of Maryland Baltimore County  Maryland Center of Excellence for Terahertz Science and Application, when Congress authorized the project.  The application forms were entered on Grants.gov so that only the designated recipient can submit the required forms electronically."
